lr,batch_size,Mean Squared Error,Relative Error 1,Relative Error 2,R^2
6.95e-05,2048,1.0412993646577915,0.03230946815578751,0.18957905062047783,-0.42156279184112355
3e-05,1024,1.0675212627355077,0.03459769032404335,0.19223089995669182,-0.45736044610261617
3.05e-05,1024,1.0668557819755071,0.03455773430310712,0.19216165085717582,-0.4564519439761272
3.1e-05,1024,1.0662068496869872,0.03451814856563857,0.19209394734391377,-0.45556603351935165
3.15e-05,1024,1.0655737229808375,0.034478925847246183,0.19202800783205196,-0.4547017005537026
3.2e-05,1024,1.0649557026553804,0.03444005937176025,0.1919636311219931,-0.4538579905418749
3.25e-05,1024,1.0643521303050596,0.034401542799195856,0.19190104062040286,-0.45303400464068133
3.3e-05,1024,1.0637623856339937,0.034363370179944466,0.1918400130250285,-0.45222889603356164
3.35e-05,1024,1.0631858839586796,0.034325535914332024,0.19178056959577686,-0.4514418665213238
3.4e-05,1024,1.0626220738855476,0.034288034716836516,0.19172285411447357,-0.45067216335157934
3.45e-55,1024,19.61111472223629,1.0,1.0,-25.77273408768538
3.5e-05,1024,1.0615304766065898,0.03421401176799061,0.19161141375529583,-0.44918193476976187
3.55e-05,1024,1.0610017343543785,0.03417748074800177,0.1915577445914726,-0.44846010554588167
3.6e-05,1024,1.0604837699955536,0.03414126421139222,0.1915051956075676,-0.44775299010435154
3.65e-05,1024,1.0599761690097793,0.03410535803197181,0.19145371758987612,-0.44706002254961197
3.7e-05,1024,1.0594785392406103,0.03406975825252138,0.19140346581596268,-0.44638066751687777
3.75e-05,1024,1.0589905094844079,0.03403446106883931,0.191354238927536,-0.4457144182457502
3.8e-05,1024,1.0585117281746723,0.03399946281547512,0.19130589993056413,-0.4450607947840932
3.85e-05,1024,1.0580418621550314,0.03396475995294017,0.19125846943878394,-0.4444193423129381
3.9e-05,1024,1.057580595534633,0.03393034905625504,0.19121189223285645,-0.4437896295838881
3.95e-05,1024,1.0571276286201436,0.03389622680468418,0.19116603653555436,-0.4431712474611018
4e-05,1024,1.0566826769189988,0.033862389972519356,0.1911209863524783,-0.4425638075605485
4.05e-05,1024,1.0562454702089241,0.033828835420827215,0.1910768002224052,-0.441966940979736
4.1e-05,1024,1.0558157516691218,0.03379556009002729,0.19103351512460012,-0.4413802971116225
4.15e-05,1024,1.0553932770688303,0.0337625609932463,0.19099100259521926,-0.4408035425368517
4.2e-05,1024,1.0549778140092951,0.03372983521033931,0.19094915595777026,-0.44023635998890676
4.25e-05,1024,1.0545691412154399,0.03369737988252691,0.19090793601882824,-0.43967844738711315
4.3e-05,1024,1.0541670478738085,0.03366519220757346,0.19086740126481513,-0.4391295169328071
4.35e-05,1024,1.0537713330135827,0.033633269435454465,0.1908274158919233,-0.43858929426431414
4.4e-05,1024,1.0533818049276886,0.033601608864454686,0.19078804596107368,-0.43805751766665324
4.45e-05,1024,1.0529982806312208,0.033570207837655054,0.19074933183189416,-0.43753393733218826
4.5e-05,1024,1.052620585354592,0.03353906373975848,0.19071121625871545,-0.43701831466868457
4.55e-05,1024,1.0522485520689975,0.0335081739942215,0.19067360019197138,-0.4365104216514817
4.6e-05,1024,1.0518820210419215,0.03347753606064367,0.19063644098471427,-0.4360100402166789
4.65e-05,1024,1.0515208394205884,0.033447147432387775,0.19059983329501287,-0.435516961692471
4.7e-05,1024,1.051164860841365,0.03341700563439723,0.19056392105909695,-0.43503098626591097
4.75e-05,1024,1.050813945063271,0.033387108221171385,0.19052853761775362,-0.43455192248258423
4.8e-05,1024,1.050467957623849,0.03335745277487404,0.1904937108949696,-0.43407958677681124
4.85e-05,1024,1.0501267695157663,0.033328036903542566,0.19045940723297783,-0.4336138030301475
4.9e-05,1024,1.0497902568826107,0.03329885823936608,0.1904256169061178,-0.4331544021560907
