lr,mean,Accuracy
3e-09,4.201948,0.7354021205068528
3.1e-09,4.201948,0.7357124385828808
3.2e-09,4.201948,0.7362813550555987
3.2999999999999998e-09,4.201948,0.7364882337729506
3.4e-09,4.201948,0.7374191880010343
